MUNICIPIO IBGE;Min - DATA INÍCIO;Count - NOME INSTITUIÇÃO                                                                                                                                                                                        ;ano;mês;anomes
2807402;11/12/1973;5;1973;12;197312
2807600;11/6/1986;3;1986;6;19866
2900207;;1;;;
2900306;;1;;;
2900702;10/8/1934;9;1934;8;19348
2900801;7/1/1997;1;1997;1;19971
2901007;6/10/1943;3;1943;10;194310
2901106;12/10/1979;2;1979;10;197910
2901205;;1;;;
2901304;;2;;;
2901403;6/8/1988;2;1988;8;19888
2902104;6/11/2014;4;2014;11;201411
2902500;;1;;;
2902609;;1;;;
2902708;2/1/1943;3;1943;1;19431
2902807;;3;;;
2902906;;2;;;
2903003;;1;;;
2903201;7/10/1979;13;1979;10;197910
2903409;3/3/1980;2;1980;3;19803
2903508;;1;;;
2903904;8/9/1971;5;1971;9;19719
2904050;12/12/2011;1;2011;12;201112
2904100;;1;;;
2904209;;1;;;
2904605;4/5/1971;5;1971;5;19715
2904704;12/6/1973;1;1973;6;19736
2904753;12/12/2011;1;2011;12;201112
2904902;12/6/1973;2;1973;6;19736
2905008;12/6/1973;2;1973;6;19736
2905206;3/1/1943;3;1943;1;19431
2905305;;1;;;
2905602;12/6/1973;4;1973;6;19736
2905701;5/3/1982;14;1982;3;19823
2905800;;2;;;
2906006;3/7/1986;4;1986;7;19867
2906303;1/2/1941;3;1941;2;19412
2906501;12/6/1973;5;1973;6;19736
2906600;;1;;;
2906709;;2;;;
2906808;7/4/1975;2;1975;4;19754
2906873;3/11/1991;3;1991;11;199111
2907103;8/9/2013;2;2013;9;20139
2907202;;4;;;
2907301;7/7/1969;2;1969;7;19697
2907509;12/6/1973;5;1973;6;19736
2907806;1/2/1958;4;1958;2;19582
2907905;;1;;;
2908002;12/6/1973;3;1973;6;19736
2908309;;1;;;
2908408;12/6/1973;4;1973;6;19736
2908507;;3;;;
2908606;10/3/2008;1;2008;3;20083
2908705;;2;;;
2908903;;1;;;
2909109;;1;;;
2909307;5/3/1982;3;1982;3;19823
2909604;;1;;;
2909802;12/6/1973;5;1973;6;19736
2909901;;1;;;
2910008;;1;;;
2910057;3/11/1991;5;1991;11;199111
2910404;;1;;;
2910503;11/4/1974;3;1974;4;19744
2910602;1/8/2010;3;2010;8;20108
2910701;2/12/1974;4;1974;12;197412
2910727;4/7/1975;7;1975;7;19757
2910800;3/1/1919;27;1919;1;19191
2911006;;1;;;
2911105;11/1/1978;3;1978;1;19781
2911204;12/6/1973;3;1973;6;19736
2911709;6/9/1964;6;1964;9;19649
2911907;;1;;;
2912103;12/6/1973;2;1973;6;19736
2912202;;1;;;
2912400;;1;;;
2912905;;1;;;
2913200;4/7/1975;4;1975;7;19757
2913507;;2;;;
2913606;3/1/1917;9;1917;1;19171
2913705;;3;;;
2913804;;1;;;
2913903;4/10/1954;4;1954;10;195410
2914000;1/12/1976;4;1976;12;197612
2914109;9/10/2004;2;2004;10;200410
2914406;;2;;;
2914505;12/1/1964;3;1964;1;19641
2914604;12/6/1973;6;1973;6;19736
2914653;11/11/2005;3;2005;11;200511
2914703;12/6/1973;4;1973;6;19736
2914802;12/6/1973;10;1973;6;19736
2914901;12/9/2011;3;2011;9;20119
2915205;;1;;;
2915304;;1;;;
2915403;;1;;;
2915502;9/8/1959;1;1959;8;19598
2915601;10/2/1972;4;1972;2;19722
2915809;11/5/2012;2;2012;5;20125
2916005;;1;;;
2916104;6/12/2012;2;2012;12;201212
2916401;3/2/1959;5;1959;2;19592
2916500;;1;;;
2916807;;1;;;
2916856;12/1/2011;1;2011;1;20111
2916906;;1;;;
2917003;7/6/1979;2;1979;6;19796
2917102;12/6/1973;1;1973;6;19736
2917201;;1;;;
2917300;11/6/1978;2;1978;6;19786
2917508;8/7/1940;5;1940;7;19407
2917607;7/5/1979;4;1979;5;19795
2917706;;3;;;
2918001;9/1/1923;7;1923;1;19231
2918100;11/3/1975;3;1975;3;19753
2918407;12/6/1973;9;1973;6;19736
2919157;;1;;;
2919207;5/5/1986;18;1986;5;19865
2919306;;1;;;
2919405;;1;;;
2919504;6/1/1978;3;1978;1;19781
2919553;3/11/1991;7;1991;11;199111
2919702;;1;;;
2919801;9/11/1978;3;1978;11;197811
2919926;6/3/2003;2;2003;3;20033
2920007;;1;;;
2920106;;1;;;
2920304;;1;;;
2920502;1/12/1976;2;1976;12;197612
2920601;;2;;;
2921005;11/5/2012;4;2012;5;20125
2921104;12/6/1973;4;1973;6;19736
2921203;6/1/1978;2;1978;1;19781
2921302;;1;;;
2921500;2/10/2006;4;2006;10;200610
2921708;9/12/1978;4;1978;12;197812
2921807;;1;;;
2921906;6/1/1978;1;1978;1;19781
2922003;;3;;;
2922102;3/2/1940;3;1940;2;19402
2922300;;2;;;
2922409;7/5/1979;1;1979;5;19795
2922508;5/11/1936;3;1936;11;193611
2922607;;1;;;
2922706;;1;;;
2922904;;2;;;
2923001;5/7/1991;3;1991;7;19917
2923100;11/7/2011;1;2011;7;20117
2923209;9/6/1989;1;1989;6;19896
2923407;;2;;;
2923506;;1;;;
2923605;;3;;;
2923704;;1;;;
2923803;;1;;;
2924009;12/6/1973;8;1973;6;19736
2924207;;1;;;
2924306;;1;;;
2924405;;1;;;
2924504;;1;;;
2924603;;1;;;
2924801;;1;;;
2924900;;1;;;
2925006;;1;;;
2925105;12/1/1986;3;1986;1;19861
2925204;3/11/1991;3;1991;11;199111
2925303;8/12/1985;8;1985;12;198512
2925402;;1;;;
2925501;;2;;;
2925600;;1;;;
2925709;;1;;;
2925758;;1;;;
2925808;11/11/2011;2;2011;11;201111
2925907;;1;;;
2926004;12/1/1964;3;1964;1;19641
2926202;7/11/1988;2;1988;11;198811
2926301;3/12/2012;3;2012;12;201212
2926400;11/3/2011;3;2011;3;20113
2926608;9/6/1977;3;1977;6;19776
2926707;12/10/1986;1;1986;10;198610
2926806;;1;;;
2926905;;1;;;
2927002;7/12/1982;3;1982;12;198212
2927101;;1;;;
2927200;4/5/2013;3;2013;5;20135
2927408;10/4/1935;208;1935;4;19354
2927606;;1;;;
2927705;;2;;;
2928000;6/1/1978;3;1978;1;19781
2928109;7/6/1964;4;1964;6;19646
2928208;;3;;;
2928406;11/12/1979;2;1979;12;197912
2928604;9/9/1937;4;1937;9;19379
2928703;12/6/1973;7;1973;6;19736
2928802;4/9/2012;3;2012;9;20129
2928901;;2;;;
2929008;2/12/1919;1;1919;12;191912
2929206;;2;;;
2929255;12/1/2011;1;2011;1;20111
2929305;9/10/1937;2;1937;10;193710
2929503;12/6/1973;3;1973;6;19736
2929602;;1;;;
2929800;2/10/2006;2;2006;10;200610
2929909;;4;;;
2930105;12/6/1973;5;1973;6;19736
2930154;;2;;;
2930204;;1;;;
2930303;12/5/1989;1;1989;5;19895
2930402;;1;;;
2930501;4/6/1936;5;1936;6;19366
2930709;8/7/1978;6;1978;7;19787
2930774;;1;;;
2930808;;1;;;
2931004;7/7/1980;1;1980;7;19807
2931202;;1;;;
2931301;;1;;;
2931350;12/1/1981;8;1981;1;19811
2931608;;1;;;
2931905;2/10/2006;4;2006;10;200610
2932002;9/7/1982;2;1982;7;19827
2932200;12/6/1973;2;1973;6;19736
2932309;12/6/1973;2;1973;6;19736
2932507;12/8/1975;1;1975;8;19758
2932606;9/8/1987;1;1987;8;19878
2932705;;1;;;
2932804;;1;;;
2932903;12/6/1973;5;1973;6;19736
2933000;;1;;;
2933208;6/3/2003;3;2003;3;20033
2933307;9/7/1936;15;1936;7;19367
2933406;;1;;;
2933455;;1;;;
2933604;9/12/1978;4;1978;12;197812
3100203;;3;;;
3100302;4/5/1982;1;1982;5;19825
3100609;;1;;;
3100906;11/9/2011;4;2011;9;20119
3101003;;1;;;
3101102;;3;;;
3101201;;1;;;
3101508;;4;;;
3101607;3/2/1942;6;1942;2;19422
3101706;2/7/1986;5;1986;7;19867
3101904;7/8/1988;3;1988;8;19888
3102001;9/11/1987;1;1987;11;198711
3102100;;1;;;
3102308;;2;;;
3102605;6/7/1974;4;1974;7;19747
3102704;;1;;;
3102803;1/7/1983;1;1983;7;19837
3103009;;1;;;
3103405;8/2/1941;5;1941;2;19412
3103504;12/6/1973;5;1973;6;19736
3103751;;1;;;
3103900;;1;;;
3104007;10/11/1942;6;1942;11;194211
3104106;;1;;;
3104205;12/1/1988;4;1988;1;19881
3104304;9/11/1987;2;1987;11;198711
3104502;10/3/2013;2;2013;3;20133
3104601;;1;;;
3104700;;1;;;
3104908;7/2/1957;1;1957;2;19572
3105103;;4;;;
3105400;12/1/2006;4;2006;1;20061
3105608;12/6/1973;9;1973;6;19736
3105905;8/1/1961;2;1961;1;19611
3106002;;1;;;
3106200;5/3/1943;299;1943;3;19433
3106309;;3;;;
3106507;;1;;;
3106705;12/10/1980;17;1980;10;198010
3106903;6/1/1989;3;1989;1;19891
3107109;3/6/1986;4;1986;6;19866
3107307;2/11/1959;5;1959;11;195911
3107406;12/1/1964;5;1964;1;19641
3107604;;1;;;
3107802;2/2/2004;1;2004;2;20042
3108008;6/1/1989;2;1989;1;19891
3108107;;2;;;
3108206;1/11/1988;1;1988;11;198811
3108305;5/12/1988;2;1988;12;198812
3108404;;2;;;
3108552;11/10/2004;2;2004;10;200410
3108602;7/8/1976;3;1976;8;19768
3108909;;1;;;
3109006;8/12/1996;5;1996;12;199612
3109105;10/10/2016;2;2016;10;201610
3109204;;1;;;
3109303;11/4/1994;3;1994;4;19944
3109402;9/10/2007;2;2007;10;200710
3109501;6/10/1988;1;1988;10;198810
3109600;;1;;;
3109709;10/8/1986;1;1986;8;19868
3110004;6/1/1989;4;1989;1;19891
3110301;6/1/1989;2;1989;1;19891
3110509;5/12/1988;5;1988;12;198812
3110608;5/12/1988;5;1988;12;198812
3110707;;1;;;
3110806;;1;;;
3110905;10/9/1987;3;1987;9;19879
3111002;6/1/1989;4;1989;1;19891
3111101;6/9/1981;3;1981;9;19819
3111200;4/4/1942;5;1942;4;19424
3111408;;1;;;
3111507;4/12/1991;3;1991;12;199112
3111606;8/8/1986;2;1986;8;19868
3111804;;1;;;
3112000;;1;;;
3112307;11/6/1978;4;1978;6;19786
3112604;2/3/2012;2;2012;3;20123
3113206;10/10/1957;4;1957;10;195710
3113305;5/1/1918;4;1918;1;19181
3113404;10/8/1951;5;1951;8;19518
3113503;;1;;;
3113701;9/1/1942;3;1942;1;19421
3113909;;1;;;
3114006;;1;;;
3114204;7/4/2012;1;2012;4;20124
3114303;5/5/1962;4;1962;5;19625
3114402;9/11/1987;3;1987;11;198711
3114501;11/11/1987;2;1987;11;198711
3114550;;1;;;
3115102;7/12/1965;2;1965;12;196512
3115300;5/1/1918;5;1918;1;19181
3115508;;4;;;
3115805;8/10/1978;1;1978;10;197810
3116100;;1;;;
3116605;;2;;;
3116704;;1;;;
3116803;;1;;;
3117108;9/11/1987;1;1987;11;198711
3117306;8/11/1978;4;1978;11;197811
3117504;12/1/1964;2;1964;1;19641
3117603;;1;;;
3117702;12/12/1953;2;1953;12;195312
3117801;5/9/1977;1;1977;9;19779
3117900;;1;;;
3118007;;5;;;
3118205;6/1/1989;2;1989;1;19891
3118304;4/3/1944;6;1944;3;19443
3118403;2/1/1965;2;1965;1;19651
3118601;12/5/1980;36;1980;5;19805
3118700;10/9/1987;1;1987;9;19879
3118809;;1;;;
3119104;6/1/1989;4;1989;1;19891
3119203;;1;;;
3119302;6/1/1989;4;1989;1;19891
3119401;3/8/1974;7;1974;8;19748
3120201;;1;;;
3120508;8/8/1986;1;1986;8;19868
3120706;;1;;;
3120805;5/6/2013;3;2013;6;20136
3120904;1/2/1942;5;1942;2;19422
3121001;12/8/2003;1;2003;8;20038
3121100;;1;;;
3121407;;1;;;
3121605;8/1/1948;6;1948;1;19481
3122009;;3;;;
3122306;6/1/1948;14;1948;1;19481
3122454;5/10/2004;1;2004;10;200410
3122504;2/9/2004;1;2004;9;20049
3122702;;1;;;
3122900;;1;;;
3123205;6/6/1981;3;1981;6;19816
3123601;10/9/1955;4;1955;9;19559
3123700;12/12/2011;1;2011;12;201112
3123858;;1;;;
3123908;;2;;;
3124005;9/12/1986;1;1986;12;198612
3124104;9/3/2007;3;2007;3;20073
3124203;;2;;;
3124302;3/8/2013;3;2013;8;20138
3124500;5/12/1988;2;1988;12;198812
3124807;9/11/1959;1;1959;11;195911
3124906;5/10/2004;1;2004;10;200410
3125101;6/8/1988;5;1988;8;19888
3125606;;1;;;
3126109;11/3/1942;5;1942;3;19423
3126307;;1;;;
3126703;7/4/1959;3;1959;4;19594
3127008;12/3/2012;1;2012;3;20123
3127107;4/11/1959;5;1959;11;195911
3127602;2/2/2004;1;2004;2;20042
3127701;1/3/1962;16;1962;3;19623
3127800;1/7/1985;1;1985;7;19857
3128006;4/1/1959;4;1959;1;19591
3128105;;1;;;
3128204;;1;;;
3128303;;2;;;
3128402;;1;;;
3128600;;1;;;
3128709;11/7/1923;5;1923;7;19237
3128907;3/8/1979;1;1979;8;19798
3129103;;1;;;
3129202;;1;;;
3129301;;1;;;
3129509;10/4/1993;4;1993;4;19934
3129707;;1;;;
3129806;6/1/1989;5;1989;1;19891
3130101;12/8/2011;4;2011;8;20118
3130200;;1;;;
3130309;;1;;;
3130705;;1;;;
3130903;7/7/1962;3;1962;7;19627
3131208;8/8/1966;2;1966;8;19668
3131307;12/9/1976;20;1976;9;19769
3131505;;1;;;
3131604;;1;;;
3131703;10/10/1972;6;1972;10;197210
3131802;;1;;;
3131901;3/6/1986;5;1986;6;19866
3132107;;1;;;
3132206;;2;;;
3132305;;1;;;
3132404;8/5/1952;8;1952;5;19525
3132503;9/3/2012;2;2012;3;20123
3132701;10/9/1986;3;1986;9;19869
3132909;;1;;;
3133006;9/12/2011;3;2011;12;201112
3133105;7/2/1966;2;1966;2;19662
3133204;3/9/1979;1;1979;9;19799
3133303;1/9/1987;2;1987;9;19879
3133402;12/6/1973;2;1973;6;19736
3133501;3/10/1989;3;1989;10;198910
3133600;10/10/2016;1;2016;10;201610
3133709;8/3/2012;1;2012;3;20123
3133758;1/2/1989;3;1989;2;19892
3133808;8/5/1949;5;1949;5;19495
3134202;9/5/1942;6;1942;5;19425
3134400;12/6/1973;5;1973;6;19736
3134608;8/7/1989;1;1989;7;19897
3134707;5/2/1980;1;1980;2;19802
3134806;7/8/1988;1;1988;8;19888
3134905;;3;;;
3135050;12/12/2003;4;2003;12;200312
3135100;3/8/1976;6;1976;8;19768
3135209;8/10/1959;6;1959;10;195910
3135506;;1;;;
3135605;;1;;;
3135803;3/2/1959;3;1959;2;19592
3136009;12/7/1989;2;1989;7;19897
3136207;10/8/1986;6;1986;8;19868
3136306;11/6/1982;4;1982;6;19826
3136603;;1;;;
3136652;;3;;;
3136702;11/3/1933;45;1933;3;19333
3137007;;1;;;
3137106;;1;;;
3137205;11/3/1989;5;1989;3;19893
3137403;;1;;;
3137502;;1;;;
3137601;6/1/1989;5;1989;1;19891
3137700;3/12/1976;1;1976;12;197612
3137809;10/9/1987;3;1987;9;19879
3138203;12/1/1954;6;1954;1;19541
3138401;6/4/1985;5;1985;4;19854
3138500;;1;;;
3138609;;2;;;
3138625;10/10/2016;1;2016;10;201610
3138807;6/1/1989;3;1989;1;19891
3138906;;1;;;
3139003;;5;;;
3139201;2/10/2012;2;2012;10;201210
3139300;4/12/1978;1;1978;12;197812
3139409;6/6/1949;6;1949;6;19496
3139508;;3;;;
3139607;;4;;;
3139706;;1;;;
3139805;;1;;;
3139904;6/1/1989;1;1989;1;19891
3140001;6/1/1989;5;1989;1;19891
3140506;11/11/1987;2;1987;11;198711
3140555;5/3/2004;1;2004;3;20043
3140704;10/9/1987;4;1987;9;19879
3140803;3/11/1991;2;1991;11;199111
3140902;10/9/1986;2;1986;9;19869
3141009;11/11/2011;2;2011;11;201111
3141108;6/1/1989;4;1989;1;19891
3141405;6/1/1989;3;1989;1;19891
3141504;4/12/2004;1;2004;12;200412
3141603;9/12/1986;1;1986;12;198612
3141801;;1;;;
3142106;;1;;;
3142205;;1;;;
3142304;;1;;;
3142403;;1;;;
3142601;4/12/1991;2;1991;12;199112
3142700;;1;;;
3142809;6/10/1981;2;1981;10;198110
3142908;;2;;;
3143005;;1;;;
3143104;4/2/1955;4;1955;2;19552
3143203;7/7/1945;3;1945;7;19457
3143302;5/9/1950;17;1950;9;19509
3143401;11/12/1986;3;1986;12;198612
3143500;;1;;;
3143807;;1;;;
3143906;10/6/1947;6;1947;6;19476
3144003;;2;;;
3144102;10/10/1966;4;1966;10;196610
3144300;9/9/1961;6;1961;9;19619
3144409;;1;;;
3144508;2/2/2004;1;2004;2;20042
3144607;8/8/1986;4;1986;8;19868
3144706;6/1/1989;2;1989;1;19891
3144805;3/7/1986;10;1986;7;19867
3145000;4/12/2004;2;2004;12;200412
3145109;6/10/1988;1;1988;10;198810
3145208;3/10/1989;5;1989;10;198910
3145307;;1;;;
3145604;7/2/1952;5;1952;2;19522
3145901;;5;;;
3146008;10/6/1978;4;1978;6;19786
3146107;8/12/2022;6;2022;12;202212
3146305;;1;;;
3146701;;1;;;
3146750;;1;;;
3146909;;2;;;
3147006;;5;;;
3147105;11/3/1950;5;1950;3;19503
3147204;10/12/1955;3;1955;12;195512
3147303;6/1/1989;4;1989;1;19891
3147402;11/3/1989;2;1989;3;19893
3147600;;2;;;
3147709;;1;;;
3147907;9/9/1985;7;1985;9;19859
3148004;10/2/1950;9;1950;2;19502
3148103;11/4/1946;5;1946;4;19464
3148301;;1;;;
3148509;;1;;;
3148608;3/12/1979;1;1979;12;197912
3148707;11/9/1942;2;1942;9;19429
3149101;;1;;;
3149309;3/5/1986;4;1986;5;19865
3149705;;1;;;
3149804;;2;;;
3149903;6/1/1989;4;1989;1;19891
3150604;;1;;;
3150703;;1;;;
3150802;10/10/1989;1;1989;10;198910
3151107;6/1/1989;1;1989;1;19891
3151206;5/10/2021;6;2021;10;202110
3151305;10/4/1976;1;1976;4;19764
3151404;6/1/1989;4;1989;1;19891
3151503;3/4/1986;4;1986;4;19864
3151602;;1;;;
3151701;8/11/1987;2;1987;11;198711
3151800;8/5/1952;14;1952;5;19525
3151909;3/8/2004;1;2004;8;20048
3152006;11/11/1987;2;1987;11;198711
3152105;4/1/1939;5;1939;1;19391
3152204;8/10/1959;3;1959;10;195910
3152402;10/9/1986;1;1986;9;19869
3152501;5/5/1940;13;1940;5;19405
3152600;11/6/1978;1;1978;6;19786
3152808;7/2/1966;4;1966;2;19662
3152907;6/1/1989;1;1989;1;19891
3153400;;2;;;
3153509;2/9/2004;1;2004;9;20049
3154002;1/10/1957;2;1957;10;195710
3154200;;1;;;
3154309;2/4/1961;2;1961;4;19614
3154457;;1;;;
3154606;9/12/2006;7;2006;12;200612
3154705;;1;;;
3154804;5/3/2004;1;2004;3;20043
3154903;6/1/1989;3;1989;1;19891
3155108;;1;;;
3155504;7/5/1982;2;1982;5;19825
3155603;5/3/1984;1;1984;3;19843
3155702;10/10/1989;1;1989;10;198910
3155801;;4;;;
3155900;;1;;;
3156007;;1;;;
3156601;10/6/1978;1;1978;6;19786
3156700;11/4/1985;7;1985;4;19854
3156809;9/12/1986;1;1986;12;198612
3156908;3/4/1986;4;1986;4;19864
3157005;;4;;;
3157104;6/1/1989;1;1989;1;19891
3157203;6/1/1989;3;1989;1;19891
3157708;4/12/1991;1;1991;12;199112
3157807;8/1/1961;9;1961;1;19611
3157906;10/9/1986;1;1986;9;19869
3158003;11/10/1989;1;1989;10;198910
3158201;;2;;;
3158300;;1;;;
3158508;;1;;;
3158805;;1;;;
3158953;5/10/2004;1;2004;10;200410
3159209;;1;;;
3159605;10/1/1976;5;1976;1;19761
3159803;6/10/1981;2;1981;10;198110
3159902;;2;;;
3160306;;1;;;
3160405;7/5/1982;3;1982;5;19825
3160702;9/8/1949;5;1949;8;19498
3161007;;2;;;
3161106;6/5/1981;4;1981;5;19815
3161502;;1;;;
3161700;;1;;;
3161809;;1;;;
3161908;;1;;;
3162005;8/6/1979;4;1979;6;19796
3162104;;5;;;
3162401;;2;;;
3162500;1/10/1942;5;1942;10;194210
3162575;;1;;;
3162708;11/7/2011;1;2011;7;20117
3162807;2/9/2004;2;2004;9;20049
3162906;9/8/1993;3;1993;8;19938
3162948;11/10/2004;1;2004;10;200410
3162955;;2;;;
3163300;;1;;;
3163409;;1;;;
3163508;4/5/2004;1;2004;5;20045
3163706;3/7/1986;5;1986;7;19867
3164100;7/11/1975;1;1975;11;197511
3164506;;1;;;
3164704;10/1/1956;5;1956;1;19561
3165008;;1;;;
3165206;;1;;;
3165537;2/4/2013;3;2013;4;20134
3165701;;1;;;
3166006;;1;;;
3166709;;1;;;
3166808;;2;;;
3167103;3/12/1979;2;1979;12;197912
3167202;6/7/1948;13;1948;7;19487
3167608;7/9/2010;1;2010;9;20109
3167707;3/10/1981;1;1981;10;198110
3168002;10/5/1994;3;1994;5;19945
3168309;;1;;;
3168408;;1;;;
3168507;9/12/1986;1;1986;12;198612
3168606;12/12/1949;7;1949;12;194912
3168705;1/5/1987;6;1987;5;19875
3168804;;1;;;
3168903;;1;;;
3169000;6/6/2012;2;2012;6;20126
3169208;;1;;;
3169307;7/5/1916;5;1916;5;19165
3169356;2/9/1979;3;1979;9;19799
3169406;;5;;;
3169505;;1;;;
3169604;5/5/1958;4;1958;5;19585
3169703;;1;;;
3169901;7/2/1946;7;1946;2;19462
3170008;;1;;;
3170057;12/8/2003;1;2003;8;20038
3170107;8/10/1916;26;1916;10;191610
3170206;4/5/1938;53;1938;5;19385
3170404;8/4/1962;5;1962;4;19624
3170503;3/8/2004;1;2004;8;20048
3170701;8/9/1918;11;1918;9;19189
3170800;11/3/2011;2;2011;3;20113
3170909;;1;;;
3171006;;3;;;
3171204;11/4/1982;5;1982;4;19824
3171303;;4;;;
3171501;4/12/2004;1;2004;12;200412
3171600;;1;;;
3171709;9/3/1962;1;1962;3;19623
3171808;9/12/1986;1;1986;12;198612
3172004;7/4/1948;4;1948;4;19484
3200102;9/1/1941;3;1941;1;19411
3200136;11/1/2001;1;2001;1;20011
3200169;;1;;;
3200201;3/1/1939;4;1939;1;19391
3200300;11/11/1963;3;1963;11;196311
3200359;;1;;;
3200409;6/1/1989;3;1989;1;19891
3200508;11/1/2001;1;2001;1;20011
3200607;7/9/1962;6;1962;9;19629
3200706;11/1/2001;1;2001;1;20011
3200805;11/9/2011;4;2011;9;20119
3200904;6/3/1958;4;1958;3;19583
3201001;;2;;;
3201100;9/10/1942;1;1942;10;194210
3201159;10/7/2005;2;2005;7;20057
3201209;7/1/1938;12;1938;1;19381
3201308;10/8/1974;14;1974;8;19748
3201407;6/3/1946;4;1946;3;19463
3201506;7/1/1938;9;1938;1;19381
3201605;8/1/1981;2;1981;1;19811
3201704;10/9/1978;2;1978;9;19789
3201902;6/12/1963;4;1963;12;196312
3202009;10/6/2005;1;2005;6;20056
3202108;;2;;;
3202207;3/7/1979;1;1979;7;19797
3202306;7/2/1955;4;1955;2;19552
3202405;3/8/1985;10;1985;8;19858
3202454;4/11/1991;3;1991;11;199111
3202504;2/6/1975;2;1975;6;19756
3202603;12/3/1974;4;1974;3;19743
3202652;9/1/2004;1;2004;1;20041
3202702;6/1/1989;2;1989;1;19891
3202801;5/3/1993;4;1993;3;19933
3202900;;2;;;
3203007;12/3/1962;3;1962;3;19623
3203056;3/5/1991;2;1991;5;19915
3203106;11/1/2001;1;2001;1;20011
3203130;9/4/1989;4;1989;4;19894
3203163;11/1/2001;1;2001;1;20011
3203205;6/3/1953;10;1953;3;19533
3203304;11/1/2001;1;2001;1;20011
3203320;3/5/1991;3;1991;5;19915
3203346;4/5/1993;4;1993;5;19935
3203353;7/11/2006;1;2006;11;200611
3203403;7/2/1942;3;1942;2;19422
3203502;12/7/1978;3;1978;7;19787
3203700;10/1/1982;2;1982;1;19821
3203809;3/2/1953;3;1953;2;19532
3203908;3/11/1985;5;1985;11;198511
3204005;1/4/1974;2;1974;4;19744
3204054;6/8/1978;2;1978;8;19788
3204104;;4;;;
3204203;;2;;;
3204252;;1;;;
3204302;4/3/1978;3;1978;3;19783
3204351;11/1/2001;1;2001;1;20011
3204401;;1;;;
3204500;4/1/1985;2;1985;1;19851
3204559;3/11/1968;3;1968;11;196811
3204609;10/10/1942;4;1942;10;194210
3204708;11/11/1974;3;1974;11;197411
3204807;6/1/1989;2;1989;1;19891
3204906;12/5/1978;7;1978;5;19785
3204955;11/1/2001;2;2001;1;20011
3205002;3/9/1979;28;1979;9;19799
3205010;7/11/2006;2;2006;11;200611
3205036;11/9/2012;3;2012;9;20129
3205069;9/1/1988;4;1988;1;19881
3205101;;5;;;
3205176;9/3/1979;2;1979;3;19793
3205200;2/3/1964;31;1964;3;19643
3205309;4/2/1917;64;1917;2;19172
3300100;8/1/1960;10;1960;1;19601
3300159;;1;;;
3300209;9/1/2003;6;2003;1;20031
3300225;3/11/1991;2;1991;11;199111
3300233;3/12/2001;5;2001;12;200112
3300258;11/3/2003;3;2003;3;20033
3300308;7/3/1939;5;1939;3;19393
3300407;6/5/1968;9;1968;5;19685
3300456;11/5/1999;12;1999;5;19995
3300506;11/10/1982;4;1982;10;198210
3300605;8/4/1944;4;1944;4;19444
3300704;7/2/1941;13;1941;2;19412
3300803;11/11/1982;4;1982;11;198211
3300902;11/3/2003;2;2003;3;20033
3300936;;1;;;
3300951;;1;;;
3301009;4/3/1950;26;1950;3;19503
3301108;12/10/1986;4;1986;10;198610
3301157;12/7/1978;1;1978;7;19787
3301207;4/9/1991;3;1991;9;19919
3301306;11/3/2003;3;2003;3;20033
3301405;;3;;;
3301504;3/5/1986;4;1986;5;19865
3301603;;1;;;
3301702;1/3/1953;37;1953;3;19533
3301801;;2;;;
3301850;11/6/1978;3;1978;6;19786
3301876;;2;;;
3301900;12/7/1978;9;1978;7;19787
3302007;;8;;;
3302056;;3;;;
3302106;;4;;;
3302205;6/4/1930;7;1930;4;19304
3302254;10/11/1979;4;1979;11;197911
3302270;;1;;;
3302403;6/10/1923;21;1923;10;192310
3302452;;2;;;
3302502;6/3/1950;11;1950;3;19503
3302601;11/3/2003;3;2003;3;20033
3302700;1/4/1988;8;1988;4;19884
3302809;11/7/2011;4;2011;7;20117
3302858;;6;;;
3302908;8/1/1984;5;1984;1;19841
3303005;11/3/2003;3;2003;3;20033
3303104;;3;;;
3303203;;9;;;
3303302;6/2/1928;65;1928;2;19282
