MUNICIPIO IBGE;Min - DATA INÍCIO;Count - NOME INSTITUIÇÃO                                                                                                                                                                                        ;ano;mês;anomes
3303401;2/8/1942;13;1942;8;19428
3303500;10/2/1939;31;1939;2;19392
3303609;11/9/2011;5;2011;9;20119
3303708;12/7/2009;5;2009;7;20097
3303807;7/8/1988;6;1988;8;19888
3303856;12/7/2009;3;2009;7;20097
3303906;1/2/1911;27;1911;2;19112
3303955;3/8/1991;4;1991;8;19918
3304003;11/8/1982;3;1982;8;19828
3304102;11/5/1976;3;1976;5;19765
3304110;;3;;;
3304128;;2;;;
3304144;11/5/1999;8;1999;5;19995
3304151;;4;;;
3304201;7/2/1940;11;1940;2;19402
3304300;12/7/1978;5;1978;7;19787
3304409;11/3/2003;2;2003;3;20033
3304508;;1;;;
3304524;11/6/1978;8;1978;6;19786
3304557;1/2/1932;779;1932;2;19322
3304607;;1;;;
3304706;3/4/1948;5;1948;4;19484
3304755;11/3/2003;4;2003;3;20033
3304805;;4;;;
3304904;5/3/1958;31;1958;3;19583
3305000;;4;;;
3305109;11/7/1969;15;1969;7;19697
3305133;;1;;;
3305158;;2;;;
3305208;3/4/1986;5;1986;4;19864
3305307;;1;;;
3305406;6/1/1989;2;1989;1;19891
3305505;5/4/1987;6;1987;4;19874
3305554;;5;;;
3305604;4/8/1988;2;1988;8;19888
3305703;;2;;;
3305752;12/7/1998;3;1998;7;19987
3305802;9/3/1947;11;1947;3;19473
3305901;;1;;;
3306008;10/5/1940;7;1940;5;19405
3306107;9/1/2003;6;2003;1;20031
3306156;7/11/2006;2;2006;11;200611
3306206;6/5/1985;4;1985;5;19855
3306305;10/2/1945;26;1945;2;19452
3500105;6/4/1949;5;1949;4;19494
3500204;;1;;;
3500303;9/5/1946;5;1946;5;19465
3500402;;1;;;
3500501;;5;;;
3500550;4/11/1994;2;1994;11;199411
3500600;12/4/1963;2;1963;4;19634
3500709;;4;;;
3500907;;1;;;
3501004;;4;;;
3501152;;1;;;
3501202;;1;;;
3501301;2/1/1946;3;1946;1;19461
3501608;10/6/1952;25;1952;6;19526
3501707;2/10/2006;5;2006;10;200610
3501806;;2;;;
3501905;7/1/1960;6;1960;1;19601
3502002;1/5/1978;1;1978;5;19785
3502101;12/12/1969;6;1969;12;196912
3502200;;3;;;
3502507;8/4/1986;5;1986;4;19864
3502606;;1;;;
3502705;;4;;;
3502804;4/6/1957;25;1957;6;19576
3502903;1/2/1987;2;1987;2;19872
3503000;;1;;;
3503109;;1;;;
3503208;2/1/1933;23;1933;1;19331
3503307;;8;;;
3503406;;1;;;
3503604;;1;;;
3503703;1/9/1984;2;1984;9;19849
3503802;9/10/1986;5;1986;10;198610
3503901;10/11/2002;7;2002;11;200211
3504008;5/3/1943;8;1943;3;19433
3504107;6/11/1957;14;1957;11;195711
3504206;5/12/1958;5;1958;12;195812
3504404;;2;;;
3504503;9/4/1942;6;1942;4;19424
3504602;;2;;;
3504800;;1;;;
3504909;;2;;;
3505104;;1;;;
3505203;11/3/1949;5;1949;3;19493
3505302;9/10/1976;6;1976;10;197610
3505401;;1;;;
3505500;8/1/1918;9;1918;1;19181
3505609;6/5/1968;4;1968;5;19685
3505708;1/8/1981;44;1981;8;19818
3505807;5/12/1987;5;1987;12;198712
3505906;12/12/1953;6;1953;12;195312
3506003;1/8/1944;36;1944;8;19448
3506102;8/8/1969;7;1969;8;19698
3506300;;2;;;
3506359;7/8/2002;5;2002;8;20028
3506409;;2;;;
3506508;10/7/1943;8;1943;7;19437
3506607;6/1/1989;2;1989;1;19891
3506706;;3;;;
3506805;3/11/1986;2;1986;11;198611
3506904;;1;;;
3507001;3/5/1986;5;1986;5;19865
3507100;3/9/2011;3;2011;9;20119
3507209;;1;;;
3507308;11/6/1978;1;1978;6;19786
3507407;3/3/1986;4;1986;3;19863
3507506;6/3/1952;13;1952;3;19523
3507605;10/1/1919;10;1919;1;19191
3507704;;1;;;
3507803;2/5/1971;4;1971;5;19715
3507902;3/9/1963;4;1963;9;19639
3508009;9/12/2011;2;2011;12;201112
3508108;;4;;;
3508207;;1;;;
3508306;;1;;;
3508405;12/5/2003;4;2003;5;20035
3508504;;6;;;
3508603;10/8/1982;4;1982;8;19828
3508702;;3;;;
3508801;4/1/1940;4;1940;1;19401
3508900;;1;;;
3509007;12/11/1981;6;1981;11;198111
3509106;;1;;;
3509205;6/1/1989;7;1989;1;19891
3509254;;4;;;
3509304;;1;;;
3509403;5/6/1988;4;1988;6;19886
3509502;6/12/1923;177;1923;12;192312
3509601;11/5/1968;6;1968;5;19685
3509700;9/12/1960;6;1960;12;196012
3509908;;2;;;
3510005;7/10/1944;4;1944;10;194410
3510104;;1;;;
3510203;;4;;;
3510302;;1;;;
3510401;11/4/1946;5;1946;4;19464
3510500;7/9/1987;7;1987;9;19879
3510609;6/5/1968;11;1968;5;19685
3510708;4/1/1977;2;1977;1;19771
3510807;3/2/1959;4;1959;2;19592
3511003;5/12/1964;3;1964;12;196412
3511102;6/7/1923;11;1923;7;19237
3511201;;1;;;
3511300;;2;;;
3511409;9/12/1986;4;1986;12;198612
3511508;11/5/1958;5;1958;5;19585
3511607;;3;;;
3511706;;3;;;
3511904;;1;;;
3512001;;3;;;
3512100;12/12/1977;1;1977;12;197712
3512209;11/12/1986;4;1986;12;198612
3512308;;3;;;
3512407;6/1/1989;4;1989;1;19891
3512704;;1;;;
3512803;1/11/1954;5;1954;11;195411
3512902;9/1/1944;2;1944;1;19441
3513009;4/6/1972;16;1972;6;19726
3513108;;4;;;
3513207;;1;;;
3513306;;1;;;
3513405;4/11/1964;6;1964;11;196411
3513504;6/5/1957;8;1957;5;19575
3513603;;3;;;
3513702;5/10/1974;5;1974;10;197410
3513801;12/8/1967;31;1967;8;19678
3513900;;2;;;
3514106;;4;;;
3514205;;1;;;
3514304;;1;;;
3514403;6/1/1957;6;1957;1;19571
3514502;10/4/1943;3;1943;4;19434
3514700;;1;;;
3514809;;2;;;
3514908;12/7/2009;2;2009;7;20097
3514957;;1;;;
3515004;10/7/1987;9;1987;7;19877
3515103;12/8/1986;6;1986;8;19868
3515152;;2;;;
3515186;7/1/1961;6;1961;1;19611
3515194;;1;;;
3515202;;4;;;
3515400;7/6/1981;3;1981;6;19816
3515509;2/8/1950;6;1950;8;19508
3515608;;1;;;
3515707;5/2/1963;7;1963;2;19632
3516002;6/3/1950;2;1950;3;19503
3516101;;1;;;
3516200;8/12/1985;26;1985;12;198512
3516309;12/9/2005;6;2005;9;20059
3516408;;7;;;
3516507;;1;;;
3516606;;2;;;
3516705;3/10/1943;6;1943;10;194310
3516804;;1;;;
3516903;8/7/1986;3;1986;7;19867
3517000;10/7/1986;2;1986;7;19867
3517208;;1;;;
3517307;;1;;;
3517406;;6;;;
3517505;12/6/1973;4;1973;6;19736
3517604;;1;;;
3517703;12/2/1985;4;1985;2;19852
3517802;;2;;;
3517901;;1;;;
3518206;12/2/1985;5;1985;2;19852
3518305;6/5/1958;4;1958;5;19585
3518404;10/12/1968;8;1968;12;196812
3518503;9/12/2011;1;2011;12;201112
3518602;6/5/1968;4;1968;5;19685
3518701;12/10/1958;18;1958;10;195810
3518800;9/11/1956;93;1956;11;195611
3519006;;2;;;
3519055;6/6/2014;4;2014;6;20146
3519071;8/6/1979;11;1979;6;19796
3519105;;1;;;
3519204;;1;;;
3519253;2/2/2005;1;2005;2;20052
3519303;6/5/1968;4;1968;5;19685
3519402;12/7/2009;2;2009;7;20097
3519501;3/9/1946;2;1946;9;19469
3519600;7/7/1962;5;1962;7;19627
3519709;7/1/1976;5;1976;1;19761
3519808;;2;;;
3519907;8/6/1986;2;1986;6;19866
3520004;;3;;;
3520103;4/4/1959;5;1959;4;19594
3520301;3/11/1986;4;1986;11;198611
3520400;;5;;;
3520426;12/5/2011;1;2011;5;20115
3520442;;4;;;
3520509;6/5/1968;23;1968;5;19685
3520608;;1;;;
3520707;;2;;;
3520905;3/1/1956;3;1956;1;19561
3521002;;2;;;
3521101;;1;;;
3521309;5/4/1987;2;1987;4;19874
3521408;11/5/1974;4;1974;5;19745
3521507;;1;;;
3521606;3/1/1953;2;1953;1;19531
3521705;11/5/1986;3;1986;5;19865
3521804;3/5/1986;4;1986;5;19865
3521903;3/11/1986;2;1986;11;198611
3522109;6/12/1961;6;1961;12;196112
3522208;;7;;;
3522307;10/8/1970;9;1970;8;19708
3522406;9/1/1962;5;1962;1;19621
3522505;5/10/1982;6;1982;10;198210
3522604;3/12/1942;6;1942;12;194212
3522703;1/3/1961;6;1961;3;19613
3522802;;4;;;
3522901;;1;;;
3523107;3/8/1988;11;1988;8;19888
3523206;4/11/1959;5;1959;11;195911
3523305;3/3/1967;2;1967;3;19673
3523404;9/9/1950;8;1950;9;19509
3523503;5/5/2014;3;2014;5;20145
3523602;3/2/2015;4;2015;2;20152
3523800;;1;;;
3523909;12/4/2006;16;2006;4;20064
3524006;6/5/1968;5;1968;5;19685
3524105;10/1/1941;6;1941;1;19411
3524204;;1;;;
3524303;6/5/1968;7;1968;5;19685
3524402;6/5/1968;12;1968;5;19685
3524600;10/8/1986;4;1986;8;19868
3524709;12/7/2009;7;2009;7;20097
3524808;2/4/1959;6;1959;4;19594
3525003;;5;;;
3525102;2/5/1971;5;1971;5;19715
3525201;9/5/1994;5;1994;5;19945
3525300;7/2/1949;10;1949;2;19492
3525508;6/8/1988;1;1988;8;19888
3525706;2/10/1951;5;1951;10;195110
3525904;9/8/1952;51;1952;8;19528
3526001;1/5/1952;4;1952;5;19525
3526100;;3;;;
3526209;10/10/2016;3;2016;10;201610
3526407;;5;;;
3526506;;1;;;
3526704;10/2/1972;6;1972;2;19722
3526803;7/1/1946;5;1946;1;19461
3526902;8/6/1960;21;1960;6;19606
3527009;;1;;;
3527108;10/1/1971;8;1971;1;19711
3527207;6/5/1968;6;1968;5;19685
3527306;12/3/1990;5;1990;3;19903
3527405;;4;;;
3527603;;4;;;
3527702;;1;;;
3528007;8/12/2005;3;2005;12;200512
3528106;3/7/1991;2;1991;7;19917
3528304;;1;;;
3528403;3/5/1976;5;1976;5;19765
3528502;;6;;;
3528601;1/2/1987;2;1987;2;19872
3528809;3/4/1986;3;1986;4;19864
3529005;11/5/1940;27;1940;5;19405
3529203;5/1/1944;4;1944;1;19441
3529302;;6;;;
3529401;6/1/1989;19;1989;1;19891
3529500;;1;;;
3529708;8/2/2013;3;2013;2;20132
3529807;;1;;;
3529906;;3;;;
3530102;1/12/1944;4;1944;12;194412
3530201;9/8/1993;3;1993;8;19938
3530300;4/1/1940;6;1940;1;19401
3530409;;1;;;
3530508;4/5/1963;6;1963;5;19635
3530607;12/5/1958;34;1958;5;19585
3530706;6/9/2006;12;2006;9;20069
3530805;6/5/1968;8;1968;5;19685
3530904;11/4/1974;1;1974;4;19744
3531001;;1;;;
3531100;10/6/1986;5;1986;6;19866
3531209;12/6/2011;2;2011;6;20116
3531308;;6;;;
3531407;2/5/1941;5;1941;5;19415
3531506;1/9/1984;4;1984;9;19849
3531605;;1;;;
3531704;;1;;;
3531803;6/5/1968;5;1968;5;19685
3531902;10/8/1987;5;1987;8;19878
3532009;1/10/1994;3;1994;10;199410
3532108;;1;;;
3532207;;1;;;
3532405;;2;;;
3532504;;2;;;
3532603;2/8/1960;3;1960;8;19608
3532801;;1;;;
3532900;;1;;;
3533007;9/9/2011;4;2011;9;20119
3533304;;1;;;
3533403;;6;;;
3533502;12/2/1985;5;1985;2;19852
3533601;;1;;;
3533700;;1;;;
3533908;;6;;;
3534005;;1;;;
3534104;;1;;;
3534203;;1;;;
3534302;4/10/1940;6;1940;10;194010
3534401;3/11/1943;83;1943;11;194311
3534500;;1;;;
3534609;7/4/1959;5;1959;4;19594
3534708;2/6/1968;8;1968;6;19686
3534757;11/4/1985;3;1985;4;19854
3534807;;1;;;
3534906;3/5/1952;3;1952;5;19525
3535002;;2;;;
3535101;;2;;;
3535200;10/9/1986;3;1986;9;19869
3535309;;4;;;
3535408;11/11/2013;3;2013;11;201311
3535507;1/4/1940;5;1940;4;19404
3535606;;3;;;
3535705;1/9/1984;2;1984;9;19849
3535804;;2;;;
3535903;;1;;;
3536000;10/8/1986;3;1986;8;19868
3536109;9/12/2011;2;2011;12;201112
3536208;;4;;;
3536307;8/6/1993;2;1993;6;19936
3536406;;1;;;
3536505;8/7/1986;9;1986;7;19867
3536604;7/7/1962;3;1962;7;19627
3536703;7/7/1942;5;1942;7;19427
3537008;6/8/1988;4;1988;8;19888
3537107;7/1/1955;5;1955;1;19551
3537156;2/5/2004;1;2004;5;20045
3537305;5/3/1959;6;1959;3;19593
3537404;7/4/1959;4;1959;4;19594
3537602;8/7/1986;6;1986;7;19867
3537701;;2;;;
3537800;3/5/1976;5;1976;5;19765
3537909;3/5/1986;3;1986;5;19865
3538006;12/6/1962;9;1962;6;19626
3538105;;3;;;
3538204;;2;;;
3538501;;2;;;
3538600;7/11/2008;6;2008;11;200811
3538709;7/10/1979;44;1979;10;197910
3538808;4/4/1925;6;1925;4;19254
3538907;5/6/1950;4;1950;6;19506
3539004;1/9/1984;3;1984;9;19849
3539103;;1;;;
3539202;10/7/1950;5;1950;7;19507
3539301;;7;;;
3539400;9/5/1986;1;1986;5;19865
3539509;3/4/1961;4;1961;4;19614
3539806;6/5/1968;5;1968;5;19685
3539905;;1;;;
3540002;3/10/1943;4;1943;10;194310
3540101;;1;;;
3540200;12/7/1992;5;1992;7;19927
3540408;;1;;;
3540507;;1;;;
3540606;2/8/1969;5;1969;8;19698
3540705;;5;;;
3540754;;1;;;
3540804;;4;;;
3540903;6/1/1989;3;1989;1;19891
3541000;1/8/1966;18;1966;8;19668
3541059;12/12/2011;1;2011;12;201112
3541109;;1;;;
3541208;;2;;;
3541307;11/5/1968;5;1968;5;19685
3541406;5/2/1944;24;1944;2;19442
3541505;5/6/1944;5;1944;6;19446
3541604;3/1/1941;5;1941;1;19411
3541703;;3;;;
3541802;;1;;;
3541901;6/1/1968;2;1968;1;19681
3542107;;1;;;
3542206;3/11/1943;5;1943;11;194311
3542305;;1;;;
3542404;2/2/1948;4;1948;2;19482
3542503;;1;;;
3542602;5/10/1959;6;1959;10;195910
3542701;;1;;;
3542909;;1;;;
3543204;11/3/1989;1;1989;3;19893
3543303;7/2/1959;7;1959;2;19592
3543402;2/11/1950;101;1950;11;195011
3543600;;1;;;
3543709;;2;;;
3543808;;2;;;
3543907;2/1/1951;17;1951;1;19511
3544004;6/5/1968;4;1968;5;19685
3544103;10/10/1986;2;1986;10;198610
3544202;11/10/1986;2;1986;10;198610
3544251;;2;;;
3544301;;1;;;
3544608;;1;;;
3544806;;1;;;
3544905;6/1/1989;2;1989;1;19891
3545001;6/5/1968;3;1968;5;19685
3545209;2/8/1968;7;1968;8;19688
3545308;;3;;;
3545407;;1;;;
3545605;3/5/1986;4;1986;5;19865
3545704;;1;;;
3545803;6/6/2003;10;2003;6;20036
3546009;;1;;;
3546207;;1;;;
3546306;3/11/1991;4;1991;11;199111
3546405;5/11/1922;5;1922;11;192211
3546504;6/1/1989;1;1989;1;19891
3546603;6/7/1969;5;1969;7;19697
3546702;6/1/1989;4;1989;1;19891
3546801;7/8/1981;5;1981;8;19818
3546900;;1;;;
3547007;;1;;;
3547205;;1;;;
3547304;4/11/1986;10;1986;11;198611
3547403;;1;;;
3547502;11/5/1976;5;1976;5;19765
3547601;3/11/1991;4;1991;11;199111
3547700;4/2/1940;5;1940;2;19402
3547809;1/8/1946;70;1946;8;19468
3548005;3/7/1986;4;1986;7;19867
3548104;12/12/1977;1;1977;12;197712
3548203;;1;;;
3548302;;1;;;
3548401;;1;;;
3548500;1/9/1947;67;1947;9;19479
3548609;9/10/1986;3;1986;10;198610
3548708;12/10/1952;77;1952;10;195210
3548807;12/10/1952;37;1952;10;195210
3548906;11/5/1951;23;1951;5;19515
3549102;;6;;;
3549409;9/10/1966;6;1966;10;196610
3549508;;1;;;
3549706;;6;;;
3549805;9/4/1944;61;1944;4;19444
3549904;4/6/1942;63;1942;6;19426
3549953;;2;;;
3550001;12/9/1986;2;1986;9;19869
3550100;2/4/1950;5;1950;4;19504
3550209;;4;;;
3550308;4/5/1915;1717;1915;5;19155
3550407;10/8/1986;6;1986;8;19868
3550506;4/4/1994;1;1994;4;19944
3550605;4/2/1930;6;1930;2;19302
3550704;8/9/2000;8;2000;9;20009
3550803;5/6/1988;3;1988;6;19886
3550902;6/1/1989;4;1989;1;19891
3551009;8/5/1958;16;1958;5;19585
3551306;;1;;;
3551405;12/8/2011;2;2011;8;20118
3551504;3/11/1991;4;1991;11;199111
3551603;11/5/1986;5;1986;5;19865
3551702;10/3/1962;9;1962;3;19623
3551801;;2;;;
3551900;1/9/1984;2;1984;9;19849
3552007;;1;;;
3552106;6/8/1988;5;1988;8;19888
3552205;10/11/1961;62;1961;11;196111
3552304;;2;;;
3552403;7/6/1976;18;1976;6;19766
3552502;1/7/2005;14;2005;7;20057
3552601;1/9/1984;3;1984;9;19849
3552700;;3;;;
3552809;12/6/1973;17;1973;6;19736
3552908;;1;;;
3553005;12/12/2011;2;2011;12;201112
3553104;;1;;;
3553302;12/6/1985;4;1985;6;19856
3553401;7/1/1986;5;1986;1;19861
3553500;;1;;;
3553609;3/11/1991;3;1991;11;199111
3553708;5/6/1920;6;1920;6;19206
3553807;;4;;;
3553906;;1;;;
3553955;;1;;;
3554003;12/9/1949;8;1949;9;19499
3554102;7/10/1947;26;1947;10;194710
3554300;;4;;;
3554409;;1;;;
3554508;4/6/1970;6;1970;6;19706
3554706;;2;;;
3554805;6/1/1989;3;1989;1;19891
3555000;3/11/1943;6;1943;11;194311
3555109;12/8/1951;3;1951;8;19518
3555406;8/12/1987;5;1987;12;198712
3555505;;1;;;
3555604;3/6/1986;3;1986;6;19866
3555703;;1;;;
3555802;9/5/1986;2;1986;5;19865
3556008;7/8/1981;3;1981;8;19818
3556107;2/5/2004;2;2004;5;20045
3556206;10/2/1975;12;1975;2;19752
3556305;9/1/1944;3;1944;1;19441
3556404;1/8/1949;5;1949;8;19498
3556453;2/9/2006;5;2006;9;20069
3556503;;5;;;
3556602;3/10/1943;2;1943;10;194310
3556701;10/8/1976;9;1976;8;19768
3556800;7/3/1986;3;1986;3;19863
3556909;3/11/1991;1;1991;11;199111
3557006;3/5/1986;8;1986;5;19865
3557105;9/2/1944;9;1944;2;19442
3557204;;3;;;
3557303;12/7/2009;1;2009;7;20097
4100103;12/5/1986;1;1986;5;19865
4100202;2/9/2004;1;2004;9;20049
4100301;;1;;;
4100400;5/10/2004;5;2004;10;200410
4100509;4/8/1985;4;1985;8;19858
4100608;9/5/1986;1;1986;5;19865
4100707;;1;;;
4100806;2/2/2004;2;2004;2;20042
4101002;6/1/2012;3;2012;1;20121
4101101;6/5/1985;3;1985;5;19855
4101200;3/10/2006;3;2006;10;200610
4101408;2/2/1948;9;1948;2;19482
4101507;11/12/1949;9;1949;12;194912
4101606;10/10/2016;4;2016;10;201610
4101705;12/5/1986;3;1986;5;19865
4101804;11/3/1986;9;1986;3;19863
4101903;10/5/1957;4;1957;5;19575
4102000;7/8/1977;5;1977;8;19778
4102109;9/6/1955;4;1955;6;19556
4102307;;2;;;
4102406;;4;;;
4102505;12/12/1986;2;1986;12;198612
4102604;;1;;;
4102802;6/5/1967;3;1967;5;19675
4102901;;2;;;
4103008;;1;;;
4103305;;1;;;
4103453;;2;;;
4103602;;4;;;
4103701;11/5/1952;5;1952;5;19525
4103800;;1;;;
4103909;8/6/1986;2;1986;6;19866
4104006;;2;;;
4104204;3/5/1986;6;1986;5;19865
4104253;;1;;;
4104303;1/12/1959;9;1959;12;195912
4104402;;1;;;
4104428;9/12/2011;2;2011;12;201112
4104501;7/12/1976;3;1976;12;197612
4104600;11/5/2007;4;2007;5;20075
4104659;8/1/2012;3;2012;1;20121
4104709;10/11/2007;2;2007;11;200711
4104808;7/8/1963;27;1963;8;19638
4104907;5/3/1985;5;1985;3;19853
4105003;;1;;;
4105102;;2;;;
4105201;11/5/2007;1;2007;5;20075
4105300;5/6/1987;1;1987;6;19876
4105409;10/10/2016;4;2016;10;201610
4105508;7/7/1961;6;1961;7;19617
4105607;2/8/1974;3;1974;8;19748
4105706;;2;;;
4105805;3/3/1986;10;1986;3;19863
4105904;;4;;;
4106209;;2;;;
4106308;10/10/2016;4;2016;10;201610
4106407;1/4/1943;6;1943;4;19434
4106506;;3;;;
4106605;2/4/2011;4;2011;4;20114
4106704;;1;;;
4106803;;3;;;
4106902;1/7/1916;269;1916;7;19167
4107108;;1;;;
4107207;1/8/1981;5;1981;8;19818
4107256;;1;;;
4107306;2/9/2004;1;2004;9;20049
4107504;2/8/1974;4;1974;8;19748
4107538;;1;;;
4107603;12/11/1986;3;1986;11;198611
4107652;2/5/2004;6;2004;5;20045
4107702;;1;;;
4107751;;1;;;
4108007;;1;;;
4108205;;1;;;
4108304;10/5/1940;18;1940;5;19405
4108403;10/4/1974;6;1974;4;19744
4108601;8/11/1976;4;1976;11;197611
4108700;;1;;;
4108809;;4;;;
4109302;;2;;;
4109401;4/9/1947;10;1947;9;19479
4109609;5/2/1989;4;1989;2;19892
4109708;;4;;;
4109807;4/12/1958;4;1958;12;195812
4109906;6/12/1987;2;1987;12;198712
4110003;;1;;;
4110078;12/5/2011;1;2011;5;20115
4110102;8/6/1987;4;1987;6;19876
4110201;;1;;;
4110508;;2;;;
4110607;2/11/1974;3;1974;11;197411
4110706;5/4/1942;5;1942;4;19424
4110805;11/5/2007;2;2007;5;20075
4110904;4/12/2004;1;2004;12;200412
4111100;;1;;;
4111209;;1;;;
4111258;;1;;;
4111308;;1;;;
4111407;11/5/2007;2;2007;5;20075
4111506;10/11/1965;4;1965;11;196511
4111555;;1;;;
4111803;1/7/1938;4;1938;7;19387
4111902;12/11/2012;4;2012;11;201211
4112009;;3;;;
4112108;12/5/1951;4;1951;5;19515
4112207;;1;;;
4112405;12/10/1986;1;1986;10;198610
4112504;;3;;;
4112702;8/6/1986;1;1986;6;19866
4112751;;1;;;
4112801;10/10/2016;3;2016;10;201610
4112959;;1;;;
4113205;1/5/1934;5;1934;5;19345
4113304;7/8/1985;4;1985;8;19858
4113502;8/12/1985;4;1985;12;198512
4113700;3/4/1940;62;1940;4;19404
4113908;4/10/1987;2;1987;10;198710
4114005;;2;;;
4114104;;4;;;
4114203;7/2/1954;4;1954;2;19542
4114302;10/9/1987;3;1987;9;19879
4114401;;3;;;
4114500;6/11/1987;2;1987;11;198711
4114609;12/6/1973;4;1973;6;19736
4114807;7/4/1986;4;1986;4;19864
4114906;;1;;;
4115101;;1;;;
4115200;5/10/1952;42;1952;10;195210
4115358;;1;;;
4115408;11/1/2013;2;2013;1;20131
4115606;7/4/1986;2;1986;4;19864
4115705;11/12/2002;4;2002;12;200212
4115754;12/5/1978;1;1978;5;19785
4115804;;5;;;
4116059;;1;;;
4116109;;2;;;
4116208;;3;;;
4116703;;2;;;
4116802;11/6/1987;1;1987;6;19876
4116901;5/2/1957;4;1957;2;19572
4117008;3/8/2004;1;2004;8;20048
4117057;;1;;;
4117107;5/10/1965;4;1965;10;196510
4117206;;1;;;
4117222;;1;;;
4117255;;1;;;
4117305;9/12/2011;2;2011;12;201112
4117503;5/12/2008;2;2008;12;200812
4117602;4/5/1965;5;1965;5;19655
4117701;6/5/1968;4;1968;5;19685
4117800;8/6/1984;2;1984;6;19846
4117909;5/7/1976;4;1976;7;19767
4118006;9/5/1986;2;1986;5;19865
4118105;;2;;;
4118204;3/4/1933;8;1933;4;19334
4118402;9/7/1952;5;1952;7;19527
4118501;12/6/1973;7;1973;6;19736
4118808;9/12/2011;1;2011;12;201112
4118907;;2;;;
4119103;9/12/2011;3;2011;12;201112
4119152;2/9/1979;9;1979;9;19799
4119202;;1;;;
4119301;;3;;;
4119400;;3;;;
4119509;12/12/2008;4;2008;12;200812
4119608;10/10/2016;4;2016;10;201610
4119707;;1;;;
4119806;;1;;;
4119905;8/1/1918;26;1918;1;19181
4119954;;3;;;
4120002;7/6/1959;4;1959;6;19596
4120101;7/12/2004;1;2004;12;200412
4120507;12/5/1986;2;1986;5;19865
4120606;11/10/1976;4;1976;10;197610
4120705;;1;;;
4120804;12/6/2002;3;2002;6;20026
4120853;;1;;;
4120903;10/10/2016;4;2016;10;201610
4121109;2/2/2004;1;2004;2;20042
4121406;11/3/2011;4;2011;3;20113
4121505;;2;;;
4121703;;2;;;
4121802;4/2/1935;1;1935;2;19352
4121901;;2;;;
4122008;;2;;;
4122156;9/12/2011;1;2011;12;201112
4122206;11/6/1987;3;1987;6;19876
4122305;4/12/1985;3;1985;12;198512
4122404;4/2/1949;5;1949;2;19492
4122503;;2;;;
4122602;;2;;;
4122651;3/12/1979;1;1979;12;197912
4122701;6/7/2004;1;2004;7;20047
4122909;;1;;;
4123006;;2;;;
4123204;;1;;;
4123303;11/7/1986;1;1986;7;19867
4123402;;1;;;
4123501;;3;;;
4123709;7/6/1987;2;1987;6;19876
4123808;;1;;;
4123907;;1;;;
4124053;3/8/1991;2;1991;8;19918
4124103;5/4/1959;4;1959;4;19594
4124400;2/11/1974;4;1974;11;197411
4124509;;1;;;
4124608;;1;;;
4124707;3/8/2004;1;2004;8;20048
4124806;;2;;;
4124905;9/1/1960;1;1960;1;19601
4125001;5/6/1987;3;1987;6;19876
4125100;;1;;;
4125506;8/2/1948;21;1948;2;19482
4125605;10/10/1966;5;1966;10;196610
4125704;7/6/2012;3;2012;6;20126
4125803;4/12/1961;2;1961;12;196112
4126009;2/2/2004;1;2004;2;20042
4126256;3/11/1986;5;1986;11;198611
4126306;12/5/1986;2;1986;5;19865
4126405;;2;;;
4126504;;4;;;
4126603;10/1/1982;4;1982;1;19821
4126702;3/3/1978;1;1978;3;19783
4126801;2/7/1994;3;1994;7;19947
4126900;4/12/2004;1;2004;12;200412
4127007;;1;;;
4127106;7/3/1967;5;1967;3;19673
4127205;12/10/1986;3;1986;10;198610
4127304;5/6/1976;2;1976;6;19766
4127403;;2;;;
4127502;;2;;;
4127601;12/11/1987;2;1987;11;198711
4127700;12/6/1973;9;1973;6;19736
4127809;4/12/2004;2;2004;12;200412
4127858;;1;;;
4127957;;1;;;
4127965;;2;;;
4128005;12/8/1986;5;1986;8;19868
4128104;2/7/1966;8;1966;7;19667
4128203;8/12/1985;5;1985;12;198512
4128401;;2;;;
4128500;;3;;;
4128559;;1;;;
