cod_ibge;empresas
3541901;159
3542008;169
3542107;279
3542206;1081
3542305;128
3542404;637
3542503;131
3542602;1862
3542701;232
3542800;88
3542909;375
3543006;518
3543105;117
3543204;141
3543238;35
3543253;318
3543303;2908
3543402;40399
3543501;104
3543600;139
3543709;237
3543808;257
3543907;7765
3544004;937
3544103;430
3544202;247
3544251;841
3544301;337
3544400;59
3544509;65
3544608;80
3544707;46
3544806;178
3544905;416
3545001;328
3545100;63
3545159;423
3545209;4138
3545308;852
3545407;188
3545506;97
3545605;434
3545704;127
3545803;5557
3546009;345
3546108;72
3546207;178
3546256;129
3546306;853
3546405;3450
3546504;130
3546603;1503
3546702;661
3546801;1155
3546900;108
3547007;129
3547106;61
3547205;51
3547304;9283
3547403;60
3547502;1109
3547601;743
3547650;70
3547700;645
3547809;29692
3547908;216
3548005;904
3548054;312
3548104;564
3548203;262
3548302;87
3548401;80
3548500;24186
3548609;296
3548708;31227
3548807;12707
3548906;11452
3549003;57
3549102;4099
3549201;63
3549250;66
3549300;184
3549409;1632
3549508;164
3549607;110
3549706;2666
3549805;26043
3549904;24573
3549953;396
3550001;994
3550100;1260
3550209;775
3550308;638246
3550407;1236
3550506;566
3550605;3049
3550704;2917
3550803;530
3550902;566
3551009;5352
3551108;354
3551207;70
3551306;517
3551405;179
3551504;1132
3551603;1272
3551702;5070
3551801;194
3551900;310
3552007;70
3552106;1515
3552205;28554
3552304;149
3552403;6491
3552502;6892
3552551;77
3552601;390
3552700;742
3552809;5685
3552908;167
3553005;358
3553104;123
3553203;182
3553302;782
3553401;1523
3553500;155
3553609;230
3553658;43
3553708;2133
3553807;1122
3553856;297
3553906;187
3553955;469
3554003;3561
3554102;9588
3554201;114
3554300;553
3554409;265
3554508;1721
3554607;65
3554656;37
3554706;443
3554755;62
3554805;891
3554904;301
3554953;340
3555000;2616
3555109;637
3555208;232
3555307;54
3555356;88
3555406;3554
3555505;99
3555604;502
3555703;90
3555802;287
3555901;135
3556008;1342
3556107;591
3556206;6858
3556305;475
3556354;244
3556404;1384
3556453;1711
3556503;2275
3556602;247
3556701;4347
3556800;720
3556909;233
3556958;60
3557006;2859
3557105;3628
3557154;111
3557204;238
3557303;247
4100103;254
4100202;123
4100301;186
4100400;2088
4100459;68
4100509;518
4100608;485
4100707;160
4100806;300
4100905;73
4101002;737
4101051;75
4101101;567
4101150;128
4101200;305
4101309;112
4101408;5846
4101507;5776
4101606;784
4101655;59
4101705;390
4101804;4155
4101853;37
4101903;421
4102000;1180
4102109;1007
4102208;141
4102307;412
4102406;1196
4102505;257
4102604;506
4102703;45
4102752;132
4102802;422
4102901;448
4103008;147
4103024;83
4103040;95
4103057;199
4103107;272
4103156;99
4103206;162
4103222;123
4103305;246
4103354;106
4103370;59
4103404;40
4103453;686
4103479;81
4103503;294
4103602;898
4103701;3613
4103800;286
4103909;516
4103958;69
4104006;1478
4104055;83
4104105;208
4104204;4476
4104253;574
4104303;4304
4104402;277
4104428;443
4104451;250
4104501;770
4104600;714
4104659;792
4104709;473
4104808;18406
4104907;2113
4105003;223
4105102;281
4105201;274
4105300;405
4105409;874
4105508;3580
4105607;391
4105706;495
4105805;6511
4105904;1067
4106001;133
4106100;75
4106209;394
4106308;712
4106407;1992
4106456;141
4106506;862
4106555;62
4106571;107
4106605;550
4106704;113
4106803;334
4106852;60
4106902;127118
4107009;346
4107108;131
4107124;43
4107157;78
4107207;2355
4107256;279
4107306;141
4107405;179
4107504;432
4107520;37
4107538;217
4107546;88
4107553;39
4107603;545
4107652;2872
4107702;73
4107736;102
4107751;247
4107801;148
4107850;147
4107900;235
4108007;266
4108106;91
4108205;194
4108304;11426
4108320;169
4108403;5660
4108452;77
4108502;380
4108551;48
4108601;1010
4108650;58
4108700;138
4108809;924
4108908;126
4108957;209
4109005;142
4109104;53
4109203;131
4109302;530
4109401;6281
4109500;65
4109609;1557
4109658;77
4109708;1252
4109757;154
4109807;1650
4109906;242
4110003;233
4110052;49
4110078;213
4110102;862
4110201;267
4110300;53
4110409;110
4110508;247
4110607;544
4110656;43
4110706;2042
4110805;186
4110904;108
4110953;340
4111001;144
4111100;161
4111209;520
4111258;861
4111308;71
4111407;275
4111506;1377
4111555;158
4111605;45
4111704;165
4111803;1127
4111902;416
4112009;1084
4112108;1213
4112207;130
4112306;112
4112405;286
4112504;357
4112603;30
4112702;279
4112751;234
4112801;389
4112900;74
4112959;219
4113007;178
4113106;135
4113205;1146
4113254;84
4113304;1110
4113403;71
4113429;102
4113452;105
4113502;972
4113601;165
4113700;31811
4113734;138
4113759;135
4113809;140
4113908;430
4114005;395
4114104;1058
4114203;1509
4114302;856
4114351;47
4114401;420
4114500;327
4114609;2588
4114708;97
4114807;1775
4114906;190
4115002;139
4115101;183
4115200;30588
4115309;221
4115358;242
4115408;799
4115457;60
4115507;160
4115606;572
4115705;1687
4115739;55
4115754;287
4115804;2360
4115853;161
4115903;19
4116000;24
4116059;535
4116109;224
4116208;397
4116307;108
4116406;63
4116505;25
4116604;64
4116703;466
4116802;107
4116901;1019
4116950;193
4117008;172
4117057;173
4117107;515
4117206;171
4117214;103
4117222;356
4117255;453
4117271;133
4117297;77
4117305;416
4117404;98
4117453;131
4117503;937
4117602;1146
4117701;1167
4117800;373
4117909;1614
4118006;329
4118105;257
4118204;3882
4118303;54
4118402;3914
4118451;272
4118501;5211
4118600;166
4118709;209
4118808;457
4118857;189
4118907;420
4119004;376
4119103;340
4119152;6046
4119202;152
4119251;58
4119301;529
4119400;495
4119509;1565
4119608;1025
4119657;84
4119707;168
4119806;470
4119905;14152
4119954;1064
4120002;321
4120101;123
4120150;34
4120200;161
4120309;106
4120333;120
4120358;273
4120408;135
4120507;262
4120606;1373
4120655;104
4120705;277
4120804;782
4120853;241
4120903;1141
4121000;195
4121109;116
4121208;323
4121257;58
4121307;93
4121356;54
4121406;1083
4121505;405
4121604;264
4121703;855
4121752;99
4121802;363
4121901;329
4122008;340
4122107;61
4122156;270
4122172;77
4122206;788
4122305;1098
4122404;2791
4122503;287
4122602;321
4122651;127
4122701;547
4122800;103
4122909;75
4123006;543
4123105;81
4123204;87
4123303;285
4123402;453
4123501;914
4123600;29
4123709;201
4123808;366
4123824;90
4123857;171
4123907;322
4123956;68
4124004;77
4124020;489
4124053;699
4124103;1853
4124202;40
4124301;65
4124400;650
4124509;180
4124608;241
4124707;214
4124806;554
4124905;117
4125001;260
4125100;206
4125209;430
4125308;159
4125357;176
4125407;120
4125456;112
4125506;11876
4125555;53
4125605;1204
4125704;1046
4125753;131
4125803;315
4125902;78
4126009;174
4126108;116
4126207;93
4126256;2757
4126272;184
4126306;402
4126355;159
4126405;187
4126504;794
4126603;807
4126652;85
4126678;257
4126702;172
4126801;504
4126900;140
4127007;234
4127106;2154
4127205;517
4127304;327
4127403;734
4127502;560
4127601;417
4127700;7569
4127809;183
4127858;275
4127882;179
4127908;152
4127957;212
4127965;344
4128005;831
4128104;5668
4128203;2092
4128302;73
4128401;278
4128500;718
4128534;204
4128559;233
4128609;363
4128625;86
4128633;55
4128658;96
4128708;293
4128807;141
4200051;125
4200101;573
4200200;539
4200309;293
4200408;250
4200507;127
4200556;156
4200606;230
4200705;318
4200754;67
4200804;303
4200903;162
4201000;198
4201109;116
4201208;492
4201257;394
4201273;169
4201307;2123
4201406;3061
4201505;417
4201604;206
4201653;105
4201703;453
4201802;137
4201901;196
4201950;308
4202008;12906
4202057;314
4202073;316
4202081;58
4202099;36
4202107;1397
4202131;97
4202156;75
4202206;460
4202305;3055
4202404;23970
4202438;72
4202453;1772
4202503;110
4202537;120
4202578;68
4202602;303
4202701;216
4202800;1686
4202859;149
4202875;47
4202909;8046
4203006;2622
4203105;252
4203154;72
4203204;3032
4203253;58
4203303;468
4203402;142
4203501;322
4203600;1365
4203709;478
4203808;2001
4203907;953
4203956;591
4204004;552
4204103;130
4204152;87
4204178;41
4204194;67
4204202;13601
4204251;732
4204301;4154
4204350;306
4204400;412
4204459;39
4204509;554
4204558;390
4204608;10892
4204707;621
4204756;73
4204806;1269
4204905;427
4205001;559
4205100;177
4205159;162
4205175;59
4205191;59
4205209;205
4205308;412
4205357;40
4205407;34637
4205431;115
4205456;947
4205506;1237
4205555;40
4205605;82
4205704;1383
4205803;832
4205902;4038
4206009;611
4206108;278
4206207;497
4206306;1059
4206405;389
4206504;1693
4206603;250
4206652;266
4206702;624
4206751;81
4206801;139
4206900;887
4207007;2465
4207106;621
4207205;258
4207304;2114
4207403;210
4207502;3293
4207577;115
4207601;166
4207650;442
4207684;138
4207700;262
4207759;141
4207809;413
4207858;53
4207908;230
4208005;354
4208104;567
4208203;13974
4208302;5477
4208401;739
4208450;1070
4208500;1161
4208609;164
4208708;320
4208807;828
4208906;9426
4208955;68
4209003;2219
4209102;28573
4209151;175
4209177;53
4209201;111
4209300;6187
4209409;1470
4209458;51
4209508;416
4209607;506
4209706;254
4209805;80
4209854;175
4209904;562
4210001;579
4210035;332
4210050;64
4210100;1939
4210209;105
4210308;174
4210407;242
4210506;1329
4210555;41
4210605;779
4210704;52
4210803;335
4210852;77
4210902;219
4211009;426
4211058;205
4211108;221
4211207;837
4211256;77
4211306;2525
4211405;229
4211454;130
4211504;742
4211603;667
4211652;73
4211702;1226
4211751;587
4211801;338
4211850;41
4211876;50
4211892;43
4211900;8244
4212007;241
4212056;88
4212106;668
4212205;587
4212239;84
4212254;332
4212270;167
4212304;306
4212403;152
4212502;1202
4212601;183
4212650;164
4212700;192
4212809;1197
4212908;1283
4213005;160
4213104;433
4213153;135
4213203;1769
4213302;98
4213351;96
4213401;443
4213500;1197
4213609;1102
4213708;695
4213807;295
4213906;67
4214003;911
4214102;56
4214151;79
4214201;438
4214300;177
4214409;174
4214508;250
4214607;251
4214706;523
4214805;4521
4214904;295
4215000;1844
4215059;77
4215075;197
4215109;598
4215208;115
4215307;407
4215356;72
4215406;169
4215455;510
4215505;554
4215554;107
4215604;114
4215653;270
4215679;189
4215687;58
4215695;43
4215703;1158
4215752;72
4215802;3706
4215901;109
4216008;460
4216057;159
4216107;372
4216206;1714
4216255;259
4216305;1287
4216354;232
4216404;228
4216503;796
4216602;11930
4216701;733
4216800;234
4216909;1487
4217006;596
4217105;167
4217154;29
4217204;2426
4217253;178
4217303;454
4217402;777
4217501;719
4217550;150
4217600;482
4217709;1294
4217758;58
4217808;1028
4217907;248
4217956;41
4218004;2005
4218103;157
4218202;2691
4218251;165
4218301;406
4218350;143
4218400;307
4218509;510
4218608;407
4218707;6517
4218756;175
4218806;639
4218855;66
4218905;499
4218954;50
4219002;844
4219101;156
4219150;40
4219176;118
4219200;233
4219309;2659
4219358;238
4219408;228
4219507;2921
4219606;156
4219705;1414
4219853;80
4220000;418
4300034;193
4300059;106
4300109;472
4300208;267
4300307;141
4300406;1552
4300455;93
4300471;73
4300505;202
4300554;70
4300570;111
4300604;2840
4300638;75
4300646;278
4300661;66
4300703;335
4300802;844
4300851;125
4300877;280
4300901;269
4301008;1214
4301057;459
4301073;53
4301107;329
4301206;340
4301305;331
4301404;565
4301503;268
4301552;148
4301602;2560
4301636;257
4301651;304
4301701;429
4301750;94
4301800;152
4301859;60
4301875;87
4301909;290
4301925;37
4301958;126
4302006;215
4302055;31
4302105;8066
4302154;89
4302204;484
4302220;41
4302238;48
4302253;97
4302303;281
4302352;856
4302378;40
4302402;440
4302451;218
4302501;123
4302584;39
4302600;28
4302659;258
4302709;425
4302808;931
4302907;177
4303004;2145
4303103;4819
4303202;161
4303301;163
4303400;149
4303509;2273
4303558;102
4303608;340
4303673;97
4303707;266
4303806;233
4303905;3404
4304002;214
4304101;133
4304200;845
4304309;233
4304358;214
4304408;2291
4304507;1170
4304606;12555
4304614;29
4304622;35
4304630;3555
4304655;54
4304663;441
4304671;150
4304689;250
4304697;98
4304705;2571
4304713;134
4304804;1618
4304853;35
4304903;617
4304952;131
4305009;237
4305108;28269
4305116;87
4305124;75
4305132;88
4305157;59
4305173;209
4305207;575
4305306;395
4305355;890
4305371;59
4305405;127
4305439;350
4305447;97
4305454;323
4305504;190
4305587;139
4305603;105
4305702;302
4305801;581
4305835;56
4305850;81
4305871;104
4305900;150
4305934;61
4305959;182
4305975;91
4306007;360
4306056;223
4306072;74
4306106;1819
4306130;44
4306205;502
4306304;242
4306320;46
4306353;50
4306379;41
4306403;1501
4306429;35
4306452;219
4306502;168
4306551;73
4306601;880
4306700;62
4306734;120
4306759;97
4306767;838
4306809;1494
4306908;533
4306924;34
4306932;231
4306957;115
4306973;83
4307005;6309
4307054;167
4307104;92
4307203;161
4307302;219
4307401;82
4307450;69
4307500;654
4307559;249
4307609;2333
4307708;2519
4307807;1908
4307815;77
4307831;65
4307864;126
4307906;3840
4308003;343
4308052;69
4308078;154
4308102;717
4308201;2417
4308250;47
4308300;214
4308409;111
4308433;84
4308458;162
4308508;1908
4308607;2489
4308656;43
4308706;244
4308805;155
4308854;66
4308904;939
4309001;527
4309050;262
4309100;3584
4309126;32
4309159;72
4309209;7161
4309258;69
4309308;2055
4309407;1934
4309506;223
4309555;260
4309571;56
4309605;777
4309654;50
4309704;181
4309753;106
4309803;264
4309902;286
4309951;81
4310009;984
4310108;1662
4310207;4566
4310306;223
4310330;649
4310363;150
4310405;155
4310413;39
4310439;290
4310462;63
4310504;226
4310538;145
4310553;58
4310579;69
4310603;884
4310652;61
4310702;121
4310751;51
4310801;1358
4310850;110
4310876;37
4310900;162
4311007;782
4311106;315
4311122;106
4311130;29
4311155;123
4311205;609
4311239;46
4311254;96
4311270;67
4311304;1152
4311403;6405
4311429;29
4311502;160
4311601;122
4311627;169
4311643;66
4311700;249
4311718;36
4311734;41
4311759;150
4311775;162
4311791;109
4311809;2213
4311908;214
4311981;83
4312005;85
4312054;227
4312104;150
4312138;67
4312153;275
4312179;30
4312203;213
4312252;184
4312302;153
4312351;89
4312377;37
4312385;126
4312401;2657
4312427;87
4312443;124
4312450;118
4312476;257
4312500;326
4312609;305
4312617;64
4312625;69
4312658;903
4312674;54
4312708;385
4312757;207
4312807;289
4312906;599
4312955;91
4313003;159
4313011;159
4313037;167
4313060;588
4313086;130
4313102;225
4313201;1535
4313300;1913
4313334;65
4313359;176
4313375;834
4313391;127
4313409;14106
4313425;57
4313441;51
4313466;70
4313490;155
4313508;1784
4313607;167
4313656;290
4313706;1196
4313805;391
4313904;1864
4313953;236
4314001;539
4314027;158
4314035;188
4314050;1454
4314068;69
4314076;261
4314100;10760
4314134;97
4314159;256
4314175;22
4314209;134
4314308;98
4314407;10691
4314423;217
4314456;105
4314464;60
4314472;95
4314498;120
4314506;221
4314548;108
4314555;41
4314605;287
4314704;338
4314753;102
4314779;94
4314787;74
4314803;1258
4314902;87899
4315008;105
4315057;72
4315073;39
4315107;405
4315131;71
4315149;161
4315156;193
4315172;114
4315206;149
4315305;661
4315313;54
4315321;39
4315354;236
4315404;133
4315453;82
4315503;460
4315552;41
4315602;4338
4315701;621
4315750;140
4315800;477
4315909;277
4315958;26
4316006;821
4316105;417
4316204;194
4316303;196
4316402;1039
4316428;44
4316436;94
4316451;278
4316477;109
4316501;328
4316600;976
4316709;250
4316733;33
4316758;293
4316808;7323
4316907;9251
4316956;204
4316972;49
4317004;127
4317103;2330
4317202;3248
4317251;62
4317301;691
4317400;1473
4317509;2883
4317558;63
4317608;1493
4317707;167
4317756;84
4317806;505
4317905;631
4317954;68
4318002;1395
4318051;190
4318101;286
4318200;750
4318309;1240
4318408;430
4318424;224
4318432;142
4318440;130
4318457;41
4318465;55
4318481;158
4318499;109
4318507;528
4318606;325
4318614;107
4318622;85
4318705;7635
4318804;1043
4318903;1192
4319000;1189
4319109;326
4319125;49
4319158;215
4319208;75
4319307;142
4319356;116
4319364;36
4319372;144
4319406;452
4319505;1016
4319604;628
4319703;123
4319711;121
4319737;26
4319752;147
4319802;222
4319901;3469
4320008;2913
4320107;1260
4320206;461
4320230;71
4320263;121
4320305;230
4320321;57
4320354;132
4320404;1049
4320453;62
4320503;179
4320552;171
4320578;55
4320602;138
4320651;79
4320677;255
4320701;617
4320800;1324
4320859;173
4320909;1325
4321006;542
4321105;457
4321204;2322
4321303;803
4321329;139
4321352;142
4321402;509
4321436;380
4321451;1693
4321469;181
4321477;116
4321493;66
4321501;2281
4321600;1785
4321626;107
4321634;117
4321667;548
4321709;1117
4321808;1194
4321832;53
4321857;195
4321907;1099
4321956;275
4322004;792
4322103;216
4322152;68
4322186;37
4322202;505
4322251;276
4322301;283
4322327;82
4322343;46
4322350;80
4322376;33
4322400;2827
4322509;2268
4322525;97
4322533;214
4322541;266
4322558;131
4322608;2960
4322707;835
4322806;1585
4322855;104
4322905;178
4323002;3584
4323101;69
4323200;154
4323309;221
4323358;60
4323408;271
4323457;87
4323507;106
4323606;78
4323705;109
4323754;77
4323770;167
4323804;1150
5000203;483
5000252;117
5000609;795
5000708;325
5000807;135
5000856;164
5000906;112
5001003;804
5001102;846
5001243;144
5001508;206
5001904;601
5002001;234
5002100;349
5002159;133
5002209;738
5002308;297
5002407;690
5002605;395
5002704;28674
5002803;65
5002902;685
5002951;1399
5003108;88
5003157;236
5003207;1448
5003256;880
5003306;842
5003454;250
5003488;132
5003504;87
5003702;7900
5003751;258
5003801;530
5003900;110
5004007;182
5004106;183
5004304;370
5004403;246
5004502;380
5004601;407
5004700;622
5004809;54
5004908;97
5005004;645
5005103;41
5005152;131
5005202;110
5005251;97
5005400;1498
5005608;389
5005681;527
5005707;1734
5005806;164
5006002;531
5006200;1812
5006259;91
5006275;170
5006309;1370
5006358;129
5006408;122
5006606;1978
5006903;197
5007109;637
5007208;1021
5007307;80
5007406;469
5007505;99
5007554;146
5007695;1042
5007703;280
5007802;98
5007901;914
5007935;382
5007950;105
5007976;62
5008008;311
5008305;3558
5008404;114
5100102;70
5100201;1124
5100250;1925
5100300;377
5100359;88
5100409;267
5100508;76
5100607;244
5100805;201
5101001;47
5101209;16
5101258;364
5101308;306
5101407;535
5101605;65
5101704;634
5101803;1943
5101852;88
5101902;437
5102504;1725
5102603;221
5102637;1724
5102678;1605
5102686;290
5102694;63
5102702;824
5102793;174
5102850;92
5103007;544
5103056;314
5103106;117
5103205;1049
5103254;600
5103304;436
5103353;782
5103361;65
5103379;179
5103403;24699
5103437;75
5103452;84
5103502;745
5103601;113
5103700;318
5103809;55
5103858;187
5103908;55
5103957;47
5104104;1030
5104203;268
5104500;26
5104526;207
5104542;246
5104559;144
5104609;248
5104807;783
5104906;108
5105002;127
5105101;982
5105150;1171
5105176;261
5105200;169
5105234;77
5105259;3203
5105309;29
5105507;165
5105580;275
5105606;599
5105622;835
5105903;475
5106000;82
5106109;172
5106158;347
5106174;28
5106182;110
5106190;86
5106208;72
5106216;243
5106224;2374
5106232;323
5106240;409
5106257;574
5106265;151
5106273;41
5106281;134
5106299;196
5106307;717
5106315;22
5106372;467
5106422;541
5106455;67
5106505;504
5106653;101
5106703;21
5106752;1285
5106778;185
5106802;126
5106828;141
5106851;41
5107008;283
5107040;4037
5107065;927
5107107;523
5107156;27
5107180;207
5107198;34
5107206;101
5107248;185
5107263;39
5107297;27
5107305;453
5107354;113
5107404;55
5107578;57
5107602;8233
5107701;156
5107743;40
5107750;50
5107768;76
5107776;60
5107792;68
5107800;240
5107859;199
5107875;1203
5107883;10
5107909;7370
5107925;5051
5107941;260
5107958;3639
5108006;703
5108055;188
5108105;53
5108204;89
5108303;144
5108352;28
5108402;6381
5108501;304
5108600;435
5108808;141
5108857;56
5108907;221
5108956;244
5200050;387
5200100;372
5200134;366
5200159;47
5200175;78
5200209;38
5200258;2314
5200308;634
5200506;42
5200555;160
5200605;513
5200803;214
5200829;36
5200852;111
5200902;47
5201108;11689
5201207;19
5201306;506
5201405;11125
5201454;75
5201504;61
5201603;63
5201702;323
5201801;209
5202155;153
5202353;62
5202502;146
5202601;48
5202809;56
5203104;30
5203203;246
5203302;732
5203401;123
5203500;624
5203559;143
5203575;93
5203609;64
5203807;162
5203906;236
5203939;92
5203962;30
5204003;123
5204102;216
5204201;27
5204250;184
5204300;429
5204409;343
5204508;3804
5204557;57
5204607;61
5204656;74
5204706;263
5204805;193
5204854;140
5204904;456
5204953;83
5205000;177
5205059;41
5205109;3822
5205208;98
5205307;143
5205406;955
5205455;188
5205471;398
5205497;891
5205513;300
5205521;56
5205703;59
5205802;214
5205901;275
5206206;1322
5206305;105
5206404;532
5206503;79
5206602;53
5206701;53
5206800;90
5206909;51
5207105;40
5207253;86
5207352;71
5207402;252
5207501;56
5207535;127
5207600;167
5207808;268
5207907;89
5208004;2676
5208103;150
5208152;65
5208301;51
5208400;199
5208509;139
5208608;2184
5208707;72286
5208806;957
5208905;526
5209101;1048
5209150;107
5209200;366
5209291;38
5209408;39
5209457;32
5209606;71
5209705;638
5209804;100
5209903;200
5209937;192
5209952;351
5210000;1560
5210109;824
5210158;71
5210208;1113
5210307;61
5210406;1540
5210562;131
5210604;138
5210802;84
5210901;726
5211008;196
5211206;720
5211305;128
5211404;176
5211503;3703
5211602;53
5211701;112
5211800;1003
5211909;3231
5212006;60
5212055;24
5212105;189
5212204;776
5212253;49
5212303;151
5212501;3684
5212600;45
5212709;155
5212808;322
5212907;50
5212956;92
5213004;158
5213053;21
5213087;610
5213103;1808
5213400;36
5213509;53
5213707;260
5213756;284
5213772;78
5213806;1321
5213855;38
5213905;149
5214002;320
5214051;95
5214101;53
5214408;149
5214507;988
5214606;752
5214705;33
5214804;50
5214838;326
5214861;195
5214879;42
5214903;24
5215009;260
5215207;82
5215231;813
5215256;78
5215306;337
5215405;58
5215504;132
5215603;467
5215652;53
5215702;752
5215801;44
5215900;82
5216007;61
5216304;203
5216403;275
5216452;58
5216809;175
5216908;68
5217104;499
5217203;191
5217302;702
5217401;865
5217609;1215
5217708;471
5218003;1176
5218052;96
5218102;68
5218300;1012
5218391;71
5218508;1236
5218607;413
5218706;84
5218789;208
5218805;7079
5218904;588
5219001;280
5219100;210
5219209;48
5219258;106
5219308;1084
5219357;45
5219407;133
5219456;51
5219506;51
5219605;82
5219704;235
5219712;85
5219738;813
5219753;623
5219803;105
5219902;137
5220009;227
5220058;30
5220108;1092
5220157;119
5220207;622
5220264;98
5220280;37
5220405;468
5220454;2251
5220504;144
5220603;697
5220686;137
5220702;31
5221007;137
5221080;35
5221197;174
5221304;109
5221403;2165
5221452;91
5221502;75
5221551;68
5221577;50
5221601;1297
5221700;279
5221809;57
5221858;2768
5221908;49
5222005;419
5222054;191
5222203;53
5222302;89
5300108;103026
